# x_m, y_m, w_tr_right_m, w_tr_left_m
-1.15995,-2.96683,12.716525342719734,5.352312997552954
-3.6599500000496907,-2.966829998350575,12.66627627013971,5.401790554618387
-6.159949045192299,-2.966861693922604,12.614362161127394,5.453014069957149
-8.65762038221407,-3.04437263413502,12.638061724984107,5.428472601762204
-11.156003248655797,-3.1337779154933174,12.671923993244555,5.393750404937569
-13.655126186854242,-3.1997540057422897,12.680907463371591,5.384046011471308
-16.154432739817345,-3.2585476367447956,12.681280275638589,5.383045753483648
-18.653640597581,-3.32137817770937,12.684284168856097,5.379470472115085
-21.15250853638355,-3.3964692181791403,12.698179168912448,5.365033605726846
-23.650872540432417,-3.486771479493218,12.725977243233677,5.3367166703857105
-26.148782304906614,-3.588883754153381,12.764354924976587,5.297854732043571
-28.646313296879047,-3.6999296319946082,12.810507359049984,5.251260572600569
-31.1437934533782,-3.812128463672424,12.856728025968803,5.204657643473024
-33.64147065973362,-3.919836522008765,12.897442578857198,5.163631521494701
-36.139590558857364,-4.016691217531551,12.926362491119782,5.13448538602931
-38.638280203914526,-4.097472262245361,12.938347749185622,5.122375345459413
-41.13747126333111,-4.160735428955322,12.932032951103045,5.128676779254686
-43.63709601771177,-4.203614445165872,12.904640376658088,5.156185306432035
-46.13696795573564,-4.22812027682357,12.858252988706301,5.2028210760378
-48.6369550745012,-4.233319879021307,12.792023535171657,5.269447330350456
-51.136929999893944,-4.223617352131155,12.710407859335579,5.351599103832692
-53.636823234805114,-4.200823054017435,12.615278537654163,5.447404368803982
-56.13661121994669,-4.168350345295867,12.510095107377538,5.553392499895609
-58.63630531767259,-4.129285977808498,12.39798767436432,5.666420014631779
-61.13594342651067,-4.086810597202777,12.282175035712083,5.783249977316998
-63.635597305802335,-4.045274240943585,12.167030875950653,5.899477869955262
-66.13530206202023,-4.006881508331571,12.05480086978967,6.012839238842061
-68.63508888589524,-3.9743693106022446,11.948257836839238,6.120537108755392
-71.1349818137889,-3.951509197926887,11.851200261560978,6.218740033447919
-73.6349459748481,-3.9389304935893072,11.710856866402937,6.306752834187935
-76.13494183514848,-3.940228924462221,11.68585624211261,6.338744192075868
-78.6348783815508,-3.957409628012678,11.675634698780739,6.348845546921581
-81.13462919535573,-3.99227626878167,11.680903577126761,6.343607063978187
-83.63403312723531,-4.046577729916604,11.702320485662542,6.322451043178565
-86.13289394957064,-4.12175532741077,11.740236638935226,6.285108010883037
-88.63093723836188,-4.220420622622798,11.79617530714838,6.230140491544084
-91.12789236501393,-4.343576102312036,11.870051468193267,6.157721539472025
-93.62341456211034,-4.492892005120496,11.962450262016862,6.067361245399382
-96.11716422821007,-4.669386265724066,12.073305468657118,5.9592275448933165
-98.60868079742306,-4.875013444138202,12.203492557899079,5.832563696367275
-101.09750273694975,-5.111020607108785,12.353182375874642,5.687335281554313
-103.58308823271287,-5.3789563999672465,12.522840086246056,5.523473427378594
-106.06490588398827,-5.679779862707547,12.71071342882563,5.34545557592425
-108.5423277739726,-6.014889309478777,12.912328202459742,5.160511608622483
-111.01458592069638,-6.386162608096427,13.12332939414508,4.97546379308382
-113.48115367221106,-6.793496335951524,13.337368710743855,4.799060195543701
-115.94100867058377,-7.239585019579359,13.550910059110155,4.637227534708331
-118.39349597072125,-7.724518372645584,13.757795331687529,4.4984151310190255
-120.83775541752037,-8.249356197086977,13.907185860728815,4.390059951485101
-123.27251687042948,-8.816623997246282,14.022764957300723,4.31812706666779
-125.69712396835934,-9.425821495184495,14.11015113685622,4.235620035035606
-128.11030465871028,-10.078820726842356,14.169937057098828,4.162834260768997
-130.51083113867827,-10.77690163365992,14.20563857227815,4.12562088507541
-132.89782973754563,-11.519897780200969,14.202750325841862,4.1214155833670905
-135.26954827779534,-12.310306364663688,14.136105447528182,4.145001111533164
-137.62536659644869,-13.146907550128459,14.055586585255803,4.194992439105497
-139.9632759764556,-14.032321191944442,13.966169587887933,4.265975636028516
-142.28204947228946,-14.966697094232922,13.870248514757355,4.355040281498393
-144.58037716527681,-15.95029428039419,13.770347079886717,4.459098294694337
-146.85645629158014,-16.98432680739554,13.670058205609104,4.573945274403921
-149.1089895727126,-18.068678700141383,13.560669211474464,4.696774619821461
-151.33622934257875,-19.204083801251514,13.418206076919537,4.824480755650825
-153.53674795935385,-20.390426636265868,13.281513985581899,4.955733403721063
-155.70816748983566,-21.629237469595736,13.153460112592045,5.0873768285316805
-157.85009199320803,-22.918360661895733,13.03275698360497,5.220452891428155
-159.9600984298717,-24.259102712117706,12.922124126192427,5.352004669368207
-162.03571859216802,-25.652474107677726,12.824067087315523,5.479320797047416
-164.07654887873917,-27.09631452991632,12.737312666854786,5.603458566346987
-166.08077588656963,-28.59055585690394,12.663112990156435,5.722966418938018
-168.046191714402,-30.135492062241443,12.5947493344962,5.826843890689975
-169.9712916713173,-31.730394669820672,12.502887596747952,5.872042255094614
-171.8546024766548,-33.37441523495584,12.426370014132388,5.910163431890075
-173.69510484947259,-35.06622501305392,12.365110922535857,5.941015641881227
-175.4909350839751,-36.80539180175444,12.32025906562428,5.963197854511276
-177.24065068322886,-38.59092907591843,12.292279716418152,5.975985905397685
-178.94363238460264,-40.42109861962437,12.28052537697715,5.979773954167491
-180.59711174144763,-42.29610636143278,12.287094180596904,5.9723544580582315
-182.2025801699211,-44.21237025716332,12.30811378243251,5.957828991803057
-183.75713369912276,-46.17018485790777,12.345543751090965,5.934530869175389
-185.26048547485019,-48.167599008507494,12.389150502528445,5.90424031475237
-186.71074888713846,-50.2038764113815,12.40979533145463,5.866731586218448
-188.10849147082868,-52.27655759674509,12.443199268160159,5.8247735168089365
-189.4532451221796,-54.38400450437266,12.488309271584482,5.779813733160964
-190.7436934849158,-56.525132971484986,12.545087056819401,5.732293317850646
-191.9791213579348,-58.698470381649194,12.612781136021443,5.683366257496856
-193.16005727151946,-60.901893424209874,12.689241472200008,5.63555943452104
-194.2857699742183,-63.13402449270607,12.773784554146772,5.58995147423842
-195.35594629550698,-65.39330166309054,12.865276686897268,5.513830957833757
-196.371088079411,-67.67783783672638,12.948646909511709,5.406423236466625
-197.3309105992091,-69.98617893163943,12.995376632843458,5.304527066174779
-198.23428550414266,-72.31718637812764,13.045504571841036,5.208680899647767
-199.08203348161504,-74.66900445182627,13.096679181385136,5.121499068613421
-199.87420195257636,-77.04011895991881,13.146386822136106,5.045584307470574
-200.60937729612345,-79.42951598950415,13.193250703386152,4.983974692421818
-201.2897266217631,-81.83509856330437,13.232150222047743,4.943728324714618
-201.91423940090846,-84.25578076022626,13.250489602120666,4.928556407921231
-202.4822684963632,-86.69034462822964,13.19626816433857,4.942537450459801
-202.99453454831126,-89.1372405356342,13.123153568501479,4.991152343976016
-203.45036826212288,-91.5952846331855,13.02881477435857,5.0784619985055315
-203.85123917762857,-94.06288753957317,12.908748715130685,5.210732251298131
-204.1942592403526,-96.53918994052064,12.764758315612655,5.383166614742529
-204.48087339991562,-99.02263241466584,12.55856771884149,5.5778631576356545
-204.69390418482232,-101.51352176546342,12.374448928930542,5.755471216174967
-204.87670236294298,-104.00680732443224,12.192961572603183,5.90340674657487
-205.00548327091244,-106.50332495694366,12.052461697537229,6.028854185943373
-205.06638576208638,-109.00253873113824,11.977095599664413,6.099278112626936
-205.06937764888852,-111.50248321013552,11.952572191897088,6.114590588830202
-205.0152346870082,-114.00184965475337,11.970641871151035,6.084129462538373
-204.90352300057026,-116.49930034247403,12.02426820110893,6.0175509241941345
-204.7334172873291,-118.99345601533429,12.106808686672496,5.924131771364375
-204.50480989944427,-121.48293227129845,12.21090437412002,5.8138395540863215
-204.2167567208876,-123.96622989311376,12.330038791963217,5.695772534759605
-203.8692089333459,-126.44189777714153,12.456802937840322,5.5798895965922775
-203.46469947293443,-128.90890164045547,12.581439356973991,5.478850218211053
-202.99796941948006,-131.36488848064988,12.686357390706357,5.397795815404385
-202.47209848986216,-133.8088919174458,12.719798809569713,5.350408425706094
-201.88679239784403,-136.2393488488023,12.729334314901267,5.346937828600175
-201.24042445014092,-138.65427821538833,12.710430120528175,5.395630014425626
-200.53371227707922,-141.05223574070055,12.659339177453184,5.495530242297914
-199.767010905366,-143.43168760207922,12.54000408906157,5.634970191229611
-198.94027384643707,-145.79096717204533,12.372651546699709,5.801495646220927
-198.0518563335523,-148.12771599831277,12.205595092892606,5.960382043646732
-197.10402603216693,-150.440985779948,12.044882889932445,6.072964683743152
-196.09635251538722,-152.7288310755245,11.899421123901778,6.187302709534362
-195.02921421268258,-154.9895517892538,11.777280396648312,6.291678281560033
-193.90266151231606,-157.22125438364475,11.686910048329738,6.373930824580046
-192.7180299039282,-159.42267881564766,11.632861627191195,6.425401920065004
-191.47589286244914,-161.59219299968774,11.611425173161479,6.449829685882895
-190.1756382597577,-163.72738980300693,11.618196289164231,6.45465500332108
-188.81893173763166,-165.82713755578504,11.624256327518706,6.449948214710667
-187.40763481409468,-167.8906058581452,11.608262843069467,6.446121451340513
-185.9417079664106,-169.91561146865402,11.595183278670843,6.451252976061144
-184.422716464871,-171.9011251547797,11.579898626696327,6.473189126791613
-182.85208804865437,-173.84605815347143,11.56226035753042,6.51191813660675
-181.2305438737206,-175.74875826430315,11.54398031906925,6.564842675383813
-179.559256453291,-177.60791992895864,11.526201217384155,6.629935381118222
-177.8406179418848,-179.4234020231734,11.508384235474157,6.706842724872483
-176.07468832456235,-181.19292128589268,11.435716374630088,6.758596878434692
-174.264400696611,-182.91701752047686,11.361479363211242,6.780422865476467
-172.4103987210622,-184.59400976180936,11.29356916673422,6.810315222713449
-170.51510803381575,-186.2242130919207,11.233442605570264,6.8452340382804255
-168.57934887651695,-187.80616738479964,11.184946713569913,6.879671037240492
-166.6052193895235,-189.33995901175615,11.149923877147087,6.910113377849088
-164.59365409223324,-190.82430349294486,11.132014188008498,6.931264412653595
-162.54778092575444,-192.2610108226809,11.131070812972155,6.941619538911756
-160.46773206249287,-193.64780390293842,11.15178098680506,6.935901430296801
-158.35528532431871,-194.98470515793812,11.192971683582584,6.917070298497976
-156.21320271436744,-196.2735832453044,11.237020250374469,6.891588741551859
-154.0417074937705,-197.51227845021037,11.263647678334074,6.861156714457809
-151.84307826254977,-198.70214253754122,11.297646169479076,6.8315333029479435
-149.61872059255808,-199.8431794209248,11.335888578847422,6.806869395896195
-147.3702022904427,-200.93586025377363,11.374756331996819,6.791793403879251
-145.09886007130672,-201.9802445837804,11.411101884999491,6.790464887365884
-142.80625561901954,-202.97709907527457,11.441043332815514,6.801568887996213
-140.49349583026964,-203.92626328460867,11.463058343494131,6.768310860755898
-138.16235754755098,-204.82935996165057,11.47760941699751,6.753127228790493
-135.8135134695769,-205.6853674196767,11.488728391608804,6.750385097824134
-133.4485274539486,-206.4957228150005,11.457764775540266,6.757038056355353
-131.06842515014583,-207.26052433948928,11.425047129306268,6.7686198874062375
-128.67504517184076,-207.98272159785762,11.396844268931131,6.7836269128298445
-126.26849420395608,-208.65976595883006,11.378867744636475,6.794812939934691
-123.85028556436598,-209.29390036768746,11.371845389964468,6.799913882039455
-121.42154781874001,-209.8863990550597,11.377533943500438,6.795634448574508
-118.98310425712029,-210.43763961144177,11.39863081544833,6.777734479068233
-116.5358299974676,-210.94825789976,11.437568970854295,6.742235584407627
-114.08066417756501,-211.41945920911127,11.496124338717388,6.686835143596619
-111.61849151512637,-211.8525426760035,11.574439043584146,6.6122789274878695
-109.15205441121954,-212.26371868412858,11.65634425029377,6.534749174690924
-106.68285168750256,-212.66503908974252,11.729953414578002,6.466092554973777
-104.21095321953902,-213.05650439928618,11.79545944962608,6.406096188085384
-101.73642924975601,-213.43809327996925,11.853078205274924,6.35452937037141
-99.2593500205807,-213.8097843990015,11.903026986623564,6.311164555552026
-96.77978577444016,-214.1715564235927,11.945524356305977,6.275777087322131
-94.29780675376158,-214.52338802095267,11.980789959642687,6.24814487849736
-91.81348320097203,-214.86525785829116,12.00904436894428,6.228048046274191
-89.3268853584987,-215.19714460281796,12.030508943849988,6.2152685145173034
-86.83808346876867,-215.51902692174278,12.045405705086516,6.209589594802063
-84.34714777420909,-215.8308834822755,12.053957219439734,6.210795558207265
-81.85414851724711,-216.1326929516258,12.044378967638412,6.2186712095770815
-79.35915594030982,-216.42443399700352,12.020818969337716,6.233001475206868
-76.86224028582434,-216.70608528561837,11.99157179430623,6.253571013719063
-74.36347179621785,-216.9776254846802,11.956868190252095,6.280163858387947
-71.86292071391745,-217.2390332613987,11.916938788655962,6.312563097446065
-69.36065728135026,-217.4902872829837,11.872014093095807,6.350550597076857
-66.85675174094341,-217.73136621664497,11.822324467235337,6.393906769962808
-64.35127433512406,-217.9622487295923,11.768100122449535,6.442410390519572
-61.844295306319296,-218.18291348903543,11.709571105070257,6.495838456368926
-59.33588489695628,-218.39333916218413,11.646967283243884,6.553966094247126
-56.82611334946213,-218.59350441624818,11.580518333401514,6.616566507440716
-54.31505090626397,-218.7833879184374,11.510453726354923,6.6834109610060475
-51.802767809788925,-218.96296833596148,11.437002713041739,6.754268800454999
-49.289334302464134,-219.13222433603025,11.360394309957954,6.828907499264698
-46.774820626716725,-219.29113458585348,11.280857284331288,6.907092730458923
-44.259297024973804,-219.43967775264093,11.198620139104994,6.988588457588471
-41.742833739662544,-219.57783250360242,11.113911097822061,7.073157040663024
-39.22550101321005,-219.70557750594767,11.026958089521065,7.160559352922202
-36.70736908804343,-219.82289142688643,10.93798873377861,7.250554904747455
-34.18850820658985,-219.92975293362858,10.847230326059801,7.342901971472099
-31.668988611276404,-220.0261406933838,10.754909823569047,7.437357722321599
-29.148880544530257,-220.11203337336187,10.661253831822712,7.533678348188242
-26.6282542487785,-220.18740964077261,10.5664885922023,7.631619186393608
-24.1071799664483,-220.25224816282577,10.470839970783581,7.730934841010808
-21.58572793996675,-220.30652760673115,10.374533448775992,7.831379297698465
-19.063968411761007,-220.35022663969846,10.27779411494844,7.932706032330594
-16.541971624258174,-220.38332392893753,10.180846660461087,8.034668112997993
-14.019807819885411,-220.40579814165812,10.083915376566111,8.137018295198217
-11.497547241069814,-220.41762794507,9.987224155683167,8.239509110238174
-8.97526013023854,-220.41879200638294,9.89099649639724,8.341892947033259
-6.4530167298186925,-220.40926899280672,9.795455512965102,8.443922127619382
-3.9308872822374266,-220.3890375715511,9.700823949950173,8.545348976794331
-1.4089420299218565,-220.3580764098259,9.607324202631395,8.645925886379327
1.1127487847009023,-220.31636417484088,9.513178780179853,8.738259911504215
3.634114919203693,-220.26387953380575,9.413041357287527,8.828061802432387
6.155086131159415,-220.20060115393036,9.315102360938177,8.916237248962904
8.67559217814091,-220.12650770242445,9.219596318742123,9.002541486946548
11.19556281772108,-220.04157784649777,9.126757859590947,9.086729762397898
13.714927807472767,-219.94579025336017,9.036821704896502,9.168557329586614
16.233616904968873,-219.8391235902213,8.950022657694985,9.247779450391773
18.75155986778223,-219.72155652429112,8.8665955894504,9.324151394845716
21.26868645348574,-219.59306772277924,8.786775424420329,9.39742844280336
23.784926419652287,-219.45363585289547,8.710797121478672,9.4673658866919
26.3002095238547,-219.30323958184965,8.638895653338105,9.53371903530709
28.81446552366587,-219.14185757685146,8.571305983169669,9.596243218641009
31.327624176658666,-218.96946850511074,8.508263038684168,9.654693793742268
33.83961524040597,-218.78605103383723,8.450001683817312,9.708826151627644
36.35036847248067,-218.59158383024075,8.396756688247043,9.758395725284183
38.859813630455584,-218.38604556153103,8.348762695064243,9.803157998821508
41.36788047190361,-218.16941489491788,8.306254187016847,9.84286851785798
43.87449875439762,-217.94167049761103,8.269465451845678,9.877282901249455
46.37959823551052,-217.70279103682026,8.238630547327846,9.906156854299915
48.883108672815126,-217.4527551797554,8.213983266728464,9.929246183626445
51.38495982388432,-217.19154159362614,8.1957571054381,9.94630681388874
53.88508144629099,-216.9191289456423,8.184185229627477,9.957094806641482
56.383403297608034,-216.6354959030137,8.179500447781562,9.961366381618665
58.879855135408256,-216.34062113295005,8.181935185976956,9.958877940824392
61.37436671726456,-216.0344833026611,8.191721467735372,9.9493860958813
63.86686780074983,-215.71706107935674,8.209090899219518,9.932647699179766
66.35728814343695,-215.38833313024662,8.234274660435903,9.908419879482917
68.84555750289874,-215.04827812254058,8.267503502972195,9.8764600827831
71.33160563670809,-214.69687472344836,8.309007754631548,9.83652611937075
73.8153623024379,-214.33410160017976,8.359017331135423,9.788376218292004
76.29675725766101,-213.9599374199445,8.417761754858187,9.731769090629268
78.77572025995035,-213.57436084995246,8.48547018034334,9.666464003371626
81.25218106687868,-213.17735055741335,8.562371426139421,9.592220866054372
83.72606943601897,-212.76888520953693,8.648694012294742,9.508800332877795
86.19731512494404,-212.34894347353304,8.74466620267553,9.415963923688524
88.66584789122679,-211.91750401661133,8.850516051128343,9.31347416807779
91.13159749244008,-211.4745455059817,8.96647145040309,9.201094777979726
93.59449368615677,-211.02004660885385,9.092760182691888,9.078590855629558
96.05446622994975,-210.55398599243756,9.229489809033504,8.945729145689567
98.5114448813919,-210.07634232394267,9.373385900684607,8.80327520320067
100.96535939805605,-209.5870942705789,9.517407151725916,8.65838338765665
103.4161395375151,-209.086220499556,9.654313624946958,8.520706366220852
105.86371505734189,-208.5736996780838,9.776864719860228,8.39987209100434
108.30792059067954,-208.04831093839465,9.879001487350779,8.30428142040365
110.74453515355084,-207.48905187713214,9.974812562336258,8.222231438384084
113.17124418934743,-206.88825572898608,10.065029164190323,8.155495979342462
115.58774507796656,-206.24764779777522,10.140800551252573,8.115418820100468
117.99258635875546,-205.56456247473915,10.197819799329164,8.068267950197447
120.38484963832308,-204.83870187230482,10.229359943649818,8.022818904160598
122.76382111819808,-204.07037378519922,10.228059066928424,8.022031011521465
125.12780787306825,-203.2571124877176,10.189638720932154,8.07241673079836
127.4758228780894,-202.39882853750464,10.032670689623078,8.173499499110784
129.8068282200662,-201.49537890381436,9.85014227087355,8.315487103829343
132.11941261209898,-200.5457879493469,9.652676348550887,8.487295451186872
134.4122926789812,-199.54956923769592,9.448322414113253,8.678345449843095
136.68446912206085,-198.50698274002323,9.244339230722582,8.87885961259415
138.9340553466476,-197.41651085559607,9.049967932140675,9.077078044362656
141.15970642563786,-196.27797992554912,8.873008770255923,9.262690351726839
143.36018157869805,-195.09151637921866,8.72094512195632,9.42253899779903
145.53383080108372,-193.85661423613186,8.602007205401778,9.523711734117086
147.67930270120152,-192.5733925838471,8.523728573275829,9.59156906797193
149.7946001891757,-191.24099996160217,8.492255459405284,9.616252730616827
151.87844219497205,-189.85996773835242,8.503144829087178,9.600191834682603
153.92975839374267,-188.4310422707744,8.549660441929472,9.552428536332567
